	Unnamed: 0	business_id	city	state	latitude	longitude
36	36	-GpTZfp2qxyV-20Vu9_mBg	Chandler	AZ	33.2337886	-111.8566457
37	37	-Gy0BAMgRN4sGlY7theqxQ	Tempe	AZ	33.3497776	-111.9015632
38	38	-HsqnPAz374YSoyFDyjl3A	Montréal	QC	45.4727195	-73.6109564
39	39	-Ht7HiGBox8lS1Y8IPjO8g	Phoenix	AZ	33.477031	-112.073616
40	40	-I27yVw2x_-31_OOMSH02w	Charlotte	NC	35.2277591	-80.8381993
41	41	-ICGmF2qUVKdvOehVNgPbg	Toronto	ON	43.647069	-79.404677
42	42	-ITj6Pu8Gdw8MmLf0XBEKQ	Phoenix	AZ	33.6752320021	-111.979702925
43	43	-IWsoxH7mLJTTpU5MmWY4w	Las Vegas	NV	36.1265982988	-115.19778381100001
44	44	-Ipm_8YXj9UoNNHagCvsNg	Toronto	ON	43.7864595229	-79.3288924545
45	45	-J6FVdY9pSgAdFmmalO-pQ	Toronto	ON	43.7361218	-79.3073348
46	46	-Jhlh8Scjy669NdtCfKSSg	Champaign	IL	40.117237	-88.24319190000001
47	47	-Jir6LZcD9VS4jiBmuGK0g	Chandler	AZ	33.3357629	-111.8260097
48	48	-L9TeQN_JgLBvqf9wmsBVQ	Charlotte	NC	35.18600079999999	-80.8814186
49	49	-LVpf-mKjrWT51JgCY3gRQ	Phoenix	AZ	33.602801436	-111.97813383299999
50	50	-Le6cwbZL4tDZwNHwipfKg	Las Vegas	NV	36.1177117193	-115.15460894600001
51	51	-Levln3VcfeXS4iHt5ct9A	Montreal	QC	45.4799334	-73.58019959999999
52	52	-Lgj3gdQZiVngAEc1yALzw	Markham	ON	43.8653731	-79.31015570000002
53	53	-MC7EFxTsyKMKB3zeP_FIQ	Stow	OH	41.1674176	-81.4041965
54	54	-MKWJZnMjSit406AUKf7Pg	Chandler	AZ	33.336012407300004	-111.859687015
55	55	-Ma5JqzuI_3xIAtpNJfQ2g	Phoenix	AZ	33.624816700000004	-112.1310047
56	56	-MuatiMmslPOvk9kOMyjkA	Scottsdale	AZ	33.6391956	-111.9245314
57	57	-Mz3M0g6iFZczs6a7ddf5g	Montréal	QC	45.4976464	-73.55713279999998
58	58	-NR4KqS6lHseNvJ-GFzfMA	Las Vegas	NV	36.1516524	-115.15255829999998
59	59	-N_agk8RUHvHk3GVDsyunQ	Las Vegas	NV	36.2231775639	-115.08256480700001
60	60	-OEIW0dO96-492qa_luxaw	Las Vegas	NV	36.121392	-115.0646814
61	61	-Oab8cjuGYidvI-KZ_nv_A	Stuttgart	BW	48.7758	9.1742
62	62	-Ofk9ELkGJQasOApqJ9lCw	Chandler	AZ	33.3173781543	-111.968944533
63	63	-PL-4fFYPYrOjnNd0lO4Lg	Toronto	ON	43.66383920000001	-79.368944
64	64	-PUPEpMsjBjk_rX5lFaWng	Chandler	AZ	33.321177299999995	-111.8749069
65	65	-PbCfkydmvuNcG9VG_ixkQ	Goodyear	AZ	33.4521399	-112.3597538
66	66	-Q5b2LGivWP_ZBwSovGCRQ	Toronto	ON	43.6489494	-79.391628
67	67	-Q8F0KbFIK3m3VeGXoCDEA	Gilbert	AZ	33.329291	-111.7903
68	68	-QgX4QofONhh6XFZ4Zbnvw	Chandler	AZ	33.3203058	-111.8096142
69	69	-Qkx7W0itbAApcG5lJuMFQ	Las Vegas	NV	36.1175754745	-115.170291604
70	70	-R2kwt0qMnzwEdAfXPvkXg	Monroeville	PA	40.443403	-79.79042199999998
71	71	-RC3XAvgvb-vwS3JtYPRHg	Montréal	QC	45.51771160000001	-73.58877890000002
72	72	-RJ216TTIghZshCkUlD1WQ	Las Vegas	NV	36.1262291442	-115.21350730399999
73	73	-RmFfWUyUU1RPIGtih7J-w	Henderson	NV	36.0086203	-114.9916305
74	74	-Sgt6wFx05Ox-O1ZSC3LOA	North Las Vegas	NV	36.2626058	-115.1794172
75	75	-TjzQsimpriXVYaH3HdtQA	Toronto	ON	43.7530567	-79.27623359999998
76	76	-Tns0_AGEfXrf37ktfxPvg	Toronto	ON	43.7010136	-79.3971304
77	77	-Tpo5r3kF_z4iilx8JXhvA	Toronto	ON	43.6578376	-79.3815188
78	78	-UBoEaluaCReqxLRiAxVPg	Toronto	ON	43.6435311	-79.39242409999999
79	79	-Uix-n4Jqo4W7ERagC5qAA	Las Vegas	NV	36.1253894	-115.1944322
80	80	-WKQHbVgTNQVzCbVPDeMlg	Toronto	ON	43.6969562	-79.3293695
81	81	-WLrZPzjKfrftLWaCi1QZQ	Las Vegas	NV	36.1142203	-115.1327808
82	82	-WvZ8KTqgRnEvhRwzc-bvA	Huntersville	NC	35.4456919	-80.8788441
83	83	-YGQwikbX2fXUIjyegR7pw	Ajax	ON	43.8299638248	-79.0221525274
84	84	-Ylpy3VyRWwubf9dysuwjQ	Las Vegas	NV	36.1173432	-115.1763623
85	85	-ZBfr1BHvArFp1d6XH8jOQ	Phoenix	AZ	33.5958365	-112.134591
86	86	-ZHeHh4bwLlecbcAD7fTqw	Montréal	QC	45.5203886	-73.5870333
87	87	-_DxZ8gKU50sfuZEu4ypKg	Cleveland	OH	41.4986979	-81.6900355
88	88	-_Ph_Y9mJWNdKqArDxp0lQ	Charlotte	NC	35.2473196	-80.80487629999998
89	89	-_TSaVr53qiEGqMkwyEMaQ	Las Vegas	NV	36.1004655926	-115.20922242299999
90	90	-_yAaFHx0e1ZqmuHTtqnFA	Surprise	AZ	33.611306403600004	-112.359759629
91	91	-_yEVC3_3M6YOsamYfNFEw	Las Vegas	NV	36.11787020000001	-115.1367955
92	92	-aMC2Dy2rqHicz9HjmXimA	Charlotte	NC	35.24065200000001	-80.846624
93	93	-aqb_GgAbEIOdhbY0UDKog	Scottsdale	AZ	33.5057825427	-111.948179381
94	94	-b-waFIsc6BJdXWOJMRKEQ	Toronto	ON	43.655076405699994	-79.4154641032
95	95	-bMZCfTK7fxFaURynKpBMA	Phoenix	AZ	33.457508600000004	-112.047312
96	96	-d8gt_XhhUQh2CxlWJe-xw	Pittsburgh	PA	40.5249585	-80.0159285
97	97	-dcI8oWvxdMCGp00da8Ksg	Charlotte	NC	35.240733	-80.814418
98	98	-e60sMCKAqEUT_GSCS_3aw	Chandler	AZ	33.261657	-111.860733
99	99	-eJmNm0j12v1wuyIkfj7yQ	Toronto	ON	43.665333593999996	-79.4614855543
100	100	-e_UQJVTzIPweX4TcPUYVw	Phoenix	AZ	33.5112826364	-112.01369572600001
101	101	-ed0Yc9on37RoIoG2ZgxBA	Las Vegas	NV	36.1688018067	-115.139880089
102	102	-eoeNEsPZ5-Fookdtr8vBw	Cave Creek	AZ	33.8324035	-111.934459
103	103	-exEWEQ3iSMVC-QUP_ycPQ	Scottsdale	AZ	33.4955514204	-111.924240214
104	104	-ez0kwy7QuAEgSMxMLJKsg	Henderson	NV	36.0180244	-115.1012254
105	105	-fSW_9x8c_wTm1zS4dz3rw	Goodyear	AZ	33.4651361	-112.356396
106	106	-fiUXzkxRfbHY9TKWwuptw	Champaign	IL	40.1189773	-88.24427209999998
107	107	-httBl6DSZiUtDX4SQWtag	Pittsburgh	PA	40.4513159	-79.98320240000002
108	108	-i3pCgQi_Y9NiSSWs6G7bw	Pittsburgh	PA	40.4552574159	-79.9461903067
109	109	-iFvYhgysvjkxckCr42NRw	Las Vegas	NV	36.1435825	-115.2014156
110	110	-iauwrCGxk1cEJJnf4soTg	Mississauga	ON	43.5990632	-79.6601187
111	111	-igpUhnA1b5iUK6rfAtuPw	Oakmont	PA	40.5182579	-79.843508
112	112	-isxnIljKLVjc9qEhCiaGg	Mississauga	ON	43.5137876532	-79.6263458329
113	113	-j0CbYvlwuJ3Tfx__X38gA	Pittsburgh	PA	40.4765877	-79.92145179999999
114	114	-kIscN8I29eXMPkvyyxmRQ	Phoenix	AZ	33.5095892938	-112.071848045
115	115	-lZ9w5Hd5YlmqcTdnzztvA	Las Vegas	NV	36.0102975	-115.1213765
116	116	-ltD-dHqdZ5-wjAMKYa6Ng	Toronto	ON	43.6622312	-79.42498979999998
117	117	-mUXTkHOxfLxFDnaMcvqAA	Montréal	QC	45.508094	-73.5712054
118	118	-ot4Xd6GxSUOqwUj7okZuA	Phoenix	AZ	33.612328000000005	-112.0992761
119	119	-pL4Id5cuz2yC2UKi2Yq9A	Charlotte	NC	35.1959856	-80.7686917
120	120	-pexuIf6nAyzhNSN6wQsTA	Montréal	QC	45.5233167	-73.5935236
121	121	-rLP6lfoQmOO_5Pf2bTkqg	Madison	WI	43.0853652	-89.36170959999998
122	122	-rhH9sL3XGFpoJXcxUpEWA	Phoenix	AZ	33.510325972	-112.028139765
123	123	-sN_og_84rLW22CaE3cjVw	Las Vegas	NV	36.01016370000001	-115.1352309
124	124	-sNi7U9seVfCr8T8nkWd_w	Mesa	AZ	33.380569	-111.75459270000002
125	125	-sUf12Imjs68dBrmELiwzQ	Charlotte	NC	35.2205641897	-80.81561052149999
126	126	-s_U95xEEmJu5GK-srqpUA	Tempe	AZ	33.377403259299996	-111.908622742
127	127	-ubMwuskT2uS0GPSZpxaxA	Peoria	AZ	33.552106	-112.2685452
128	128	-unEKbRspO6OuEaPdmRywg	Montreal	QC	45.502651	-73.55964300000002
129	129	-uzKpTQrUQMKpNsAk24adg	Mesa	AZ	33.374249	-111.687131
130	130	-v8Z3mdbbPs1ljLziHr2DA	Ahwatukee	AZ	33.3336768	-111.9775053
131	131	-vCLrTTgw6pBufdarW8ynA	Chandler	AZ	33.298341	-111.898651
132	132	-vDDh94UcgxSNjMzi4UDBA	Lakewood	OH	41.484644	-81.80112690000001
133	133	-wCtRhzWJ40Z4F8mmg7kWg	Las Vegas	NV	36.1073485	-115.1765836
134	134	-wXyBph4d0IQlQrS8H1rDw	Pittsburgh	PA	40.4642168798	-79.9663847326
135	135	-xIrVu_7prj_0GDl1tds1w	Tempe	AZ	33.4218059559	-111.95421356799999
136	136	-xkEf2T_2bM_n0rMmH-svg	Glendale	AZ	33.6655062632	-112.201884625
137	137	-y8Nz-elBXkUYoIoc9AADg	Madison	WI	43.0748219158	-89.3949237667
138	138	-yApKLEFAvvNyifvpNKWCA	Las Vegas	NV	36.1514658645	-115.151553874
139	139	-yQHIYKXH3HAdhh1W52OMQ	Phoenix	AZ	33.458782448499996	-112.07226611600001
140	140	-yWvniZVC6TjhnnptXRVrA	Scottsdale	AZ	33.6236476738	-111.923890337
141	141	-zEpEmDfFQL-ph0N3BDlXA	Champaign	IL	40.110113	-88.23321800000002
142	142	0-CXwwVL-u0tc0FOuSExWQ	Phoenix	AZ	33.4376595923	-111.99663161299999
143	143	0-ZA4TTKlHYGIQJj06G0-w	Toronto	ON	43.647901	-79.373407
144	144	0-yj2jtzLUHG2b7PpEHyog	Toronto	ON	43.68265020000001	-79.3275985
145	145	00pYR20Rbt8c1r86UNlBJg	Homestead	PA	40.4072651	-79.9101652
146	146	01SiPgdiOskMC5bUJoyy_g	Las Vegas	NV	36.056624392399996	-115.16368074200001
147	147	01VPJkcU0m8WzlA7dCEpVQ	Las Vegas	NV	36.126770935100005	-115.207615909
148	148	01cFftHZc98jNJfJrLEJ5g	Phoenix	AZ	33.306664500000004	-111.9799023
149	149	01fuY2NNscttoTxOYbuZXw	Charlotte	NC	35.229054	-80.86736979999998
150	150	02E9r4BQzVrA76Bf7G-KMw	Cleveland	OH	41.50003	-81.69466
151	151	02Ycww2etUAxorZb5gIM8Q	Toronto	ON	43.6765075	-79.44872009999997
152	152	02pL_Xj3sTO_lHcWqUcwKA	Las Vegas	NV	36.1146528	-115.309789
153	153	03icrim6SfEQJlejDMbzsA	Las Vegas	NV	36.1268123125	-115.240944534
154	154	042IHd5KjHiMuBtGtugO_g	Phoenix	AZ	33.584062538000005	-111.979759816
155	155	04sZ_Tn_iMSZOi98m_2-fg	Glendale	AZ	33.639974200000005	-112.2196653
156	156	065c76tt1dXBNmoGBymUgQ	Las Vegas	NV	36.1677987235	-115.13820323
157	157	06LmLcjFUb6b1HmhNllJZg	Munroe Falls	OH	41.139678	-81.438666
158	158	06lCNuSrCnaU6eq0EV4PYg	Phoenix	AZ	33.4516715	-112.0733143
159	159	079CV1EE5WLdQqVEVYFeHQ	Phoenix	AZ	33.5098269741	-112.075478616
160	160	07AZL5XenCQ_-op_onKLdw	Las Vegas	NV	36.113669	-115.168933
161	161	0859wfd1BQHG46Zpwhc0ZQ	Phoenix	AZ	33.474235	-112.074605
162	162	08t3_HjbpLyPeuft6eoa5A	Pittsburgh	PA	40.41150579999999	-79.9558911
163	163	0BJK4_RQnNiiXJcYPEgG3w	Toronto	ON	43.66597520000001	-79.4067809
164	164	0Buxoc0cRqjpvkezo3bqog	Phoenix	AZ	33.4495554434	-112.06568217
165	165	0C1ME-oi2GtsHr8xsV9fsA	Chandler	AZ	33.30548	-111.874484
166	166	0CB7YB1qRSWLQvMbHw3Fmw	Las Vegas	NV	36.1300289	-115.2777727
167	167	0CElIQnJdQYF2bmsAiWczg	Phoenix	AZ	33.539703100000004	-112.0563117
168	168	0Cqkgz8hz8sLYvSkZhBDzQ	Concord	NC	35.374317100000006	-80.72758420000002
169	169	0DyDT4NJNaIuDpT7nTIjxg	Pineville	NC	35.0869866	-80.87176540000002
170	170	0ETtpZSd6f7q_-o-7gutPg	Madison	WI	43.077237	-89.383889
171	171	0EgYXYjt2XJL4hlsKnzrcw	Las Vegas	NV	36.1657583	-115.13293459999998
172	172	0EnXIr4UQTemA0R2hlyR8g	Montréal	QC	45.523051	-73.595084
173	173	0EpnzIpeFvhISkxMTIv9WA	Las Vegas	NV	36.143306732199996	-115.253547668
174	174	0FUtlsQrJI7LhqDPxLumEw	Gilbert	AZ	33.321824	-111.7260572
175	175	0FrYsoVHheQGoXEQsH2d2Q	Champaign	IL	40.1170558	-88.2432469
176	176	0G-WFdOu3_KW3mBZJQq5Cg	Cleveland	OH	41.500607	-81.682041
177	177	0GVu1xLqxbUQLfSCp25OGQ	Chandler	AZ	33.3058373	-111.94628629999998
178	178	0HAgqWjNfT5nbbWk3Xy2Bw	Charlotte	NC	35.094002	-80.867142
179	179	0HJvV5cLxSN5uDgZUBtgBA	Montréal	QC	45.517884	-73.57373249999998
180	180	0HgLKI1T9WT3hJXskDtUrQ	Tempe	AZ	33.4227177	-111.925843
181	181	0InA3Ffj8MxyQV9hgsyYcQ	Las Vegas	NV	36.264773	-115.257968
182	182	0JGMKaKJGVuDus5WcJzvjw	Montréal	QC	45.4828859	-73.57528990000002
183	183	0J_NiF5Lb0bFM5v6ZY-uGw	Mississauga	ON	43.69306029999999	-79.6273534
184	184	0KjY3gmtqQjc4sK-uG-6fQ	Henderson	NV	36.0033972	-115.1104709
185	185	0L3CAgRf8wuH5MjNwJdivg	Mississauga	ON	43.5579513	-79.578722
186	186	0LD904DOPU3T_asJGOTZyg	Las Vegas	NV	36.1154596835	-115.29834093
187	187	0LPVkxZ-Ab9Jx6_ytA-Yew	Charlotte	NC	35.3020623325	-80.7478508227
188	188	0LhYg3iOF9IU2Ut8IL84TQ	Phoenix	AZ	33.4603691	-112.074312
189	189	0LmDg_Y6Ht3zFqtvmLhp6g	Phoenix	AZ	33.450216999999995	-112.074153
190	190	0Lqwt0DER_Wjzh-t1ihwXw	Stuttgart	BW	48.78236	9.17621
191	191	0N2y8rNxbet6p4UIBWTOrw	Phoenix	AZ	33.61054179999999	-112.1485743
192	192	0NT3Hhu2RcAmFKBy2BiRmQ	Henderson	NV	36.044686313	-115.047274066
193	193	0NgePUfXd2TG0kWgsQRq0A	Tempe	AZ	33.3496395266	-111.94918357799999
194	194	0NmTwqYEQiKErDv4a55obg	Las Vegas	NV	36.1102405779	-115.17428845200001
195	195	0NxNTtgpfjBIOdLW5IJhCQ	Glendale	AZ	33.6403500704	-112.18594919799999
196	196	0P46EQN6wGc52nONZX0kgQ	Chandler	AZ	33.2333191927	-111.8583223
197	197	0P7NqE6gxHjwgmOpBMnY6A	Charlotte	NC	35.20949470000001	-80.8355125
198	198	0PCBt3JKD6IooicImKNBzA	Pittsburgh	PA	40.443983	-79.99825600000001
199	199	0PFf3RKtDQyHnrdcPo8zMQ	Scottsdale	AZ	33.6099946	-111.9266533
200	200	0PMMhCAz2S5dmcA9mJ3dRg	Gilbert	AZ	33.321671	-111.726259
201	201	0PO-AN12WzQKh2qnxYNbeg	Mesa	AZ	33.363255	-111.860581
202	202	0PVu9kNE_mhKww_eHAQF7g	Charlotte	NC	35.060835	-80.814262
203	203	0QBFtNNj9RIggZGeivcbEg	Phoenix	AZ	33.797760600000004	-112.1208432
204	204	0QSnurP5Ibor2zepJmEIlw	Las Vegas	NV	36.124897003200005	-115.279167175
205	205	0QjROMVW9ACKjhSEfHqNCQ	Toronto	ON	43.6663763388	-79.3487726589
206	206	0Rhr6lMMv6SyBgENN6h9Bg	Madison	WI	43.085254600000006	-89.306513
207	207	0S46SVEicJjWzqMOI95DgQ	Montréal	QC	45.5068751149	-73.57037846
208	208	0SBDr7GJAFzKECE7IIWfJA	Edinburgh	EDH	55.948150634799994	-3.1899580956
209	209	0TBTV3q6QXCn9vNhy3Xi2w	Tempe	AZ	33.4213360711	-111.951614885
210	210	0TYd9CxJMqaqO6svyWym6A	Aurora	ON	44.0067614	-79.4687848
211	211	0TgBr7wAMQOij6_JP9q3ag	Chandler	AZ	33.27834489999999	-111.7908416
212	212	0V18KwdtfsdrIu9xyO4GLg	Phoenix	AZ	33.3045643515	-111.982189744
213	213	0VJ8tBxOpD2OxuioVjaAxA	Westlake	OH	41.4370664	-81.937694
214	214	0VOh4VIq13oFburRU9gddw	Scottsdale	AZ	33.4863936	-111.91035490000002
215	215	0VjHFdczi6Nln_nn8bucJQ	Las Vegas	NV	36.11396129999999	-115.0909203
216	216	0W4lkclzZThpx3V65bVgig	Montréal	QC	45.516373205600004	-73.5775374957
217	217	0WAL6O1YvcJbeDRYeRm34w	Paradise Valley	AZ	33.5394631012	-111.924161911
218	218	0W_pPAiTXgazY2mtX6o0_w	Scottsdale	AZ	33.581944394000004	-111.888375411
219	219	0XEqyl_lVaJNHRKxNcjJZg	Las Vegas	NV	36.147309319099996	-115.181593875
220	220	0XHMciYfPq7HzEiLCknaCA	Henderson	NV	36.0415425	-115.0261885
221	221	0XObnI7OLcBlF0IHaBTvyQ	Scarborough	ON	43.7172152	-79.29376629999999
222	222	0XoTT540HMB_5q4Exj8yGA	Las Vegas	NV	36.0904354064	-115.17422274
223	223	0YG_kM5caZhtwd6nbnei6A	Las Vegas	NV	36.1431918	-115.1750346
224	224	0ZZIqTdEb7yUa13QZLKuGQ	Cleveland	OH	41.4977	-81.6905589
225	225	0_VT3sTwi7gorIlU36ASmg	Las Vegas	NV	36.0535142	-115.24299170000002
226	226	0_aeYE2-VbsZts_UpILgDw	Las Vegas	NV	36.152831458	-115.333866775
227	227	0_mJttUgHIzC-NO18gcgBA	Las Vegas	NV	36.137835215900004	-115.13729322
228	228	0a2O150ytxrDjDzXNfRWkA	Toronto	ON	43.6412346	-79.3773697
229	229	0bF6jv97Z6VbruRpepUOcw	Scottsdale	AZ	33.4540376686	-111.885931685
230	230	0bWLkWeIcT-EnrE7SiGEBA	Las Vegas	NV	36.113907	-115.198771
231	231	0bjFYstj8USMzEV4ZQldjA	Pittsburgh	PA	40.4407077	-79.9586246
232	232	0cf-w9PK5gLkBkitL3bdqw	Avondale	AZ	33.4684234	-112.3403146
233	233	0cpLF0LFQHHRFNlL0iy_Aw	Toronto	ON	43.687794516400004	-79.3950692564
234	234	0d0i0FaJq1GIeW1rS2D-5w	Las Vegas	NV	36.103262	-115.174101
235	235	0d31NEyTFbx2_J_56DP-JA	Goodyear	AZ	33.456411800000005	-112.3944781
236	236	0eJG77JOkyMIBhc4Xbuqfw	Las Vegas	NV	36.0577328	-115.15832240000002
237	237	0gWg-kqRLEQbhui8b_v2Xw	Las Vegas	NV	36.032975	-115.2056239
238	238	0gXYLVPNWz0WT8wXQVpS0g	Scottsdale	AZ	33.499449199999994	-111.9278649
239	239	0gbi6kYiAOnFwfZ_2_dXSA	Beachwood	OH	41.4632664	-81.49343
240	240	0go_co5nVtlbu4HgUyUIOQ	Phoenix	AZ	33.319379100000006	-111.9778294
241	241	0i95sgY7pzYW9k88SOVJ8A	Broadview Heights	OH	41.3446	-81.684946
242	242	0i9S0BejjRv0ZDwdO9XymA	Las Vegas	NV	36.1526137	-115.2426317
243	243	0jHZk9RrKh0uRhTRW1XIqQ	Cleveland Heights	OH	41.4999656	-81.565124
244	244	0jtRI7hVMpQHpUVtUy4ITw	Las Vegas	NV	36.2019904392	-115.283122245
245	245	0kB69ewW3BVse8EhU4kxrQ	Toronto	ON	43.643222	-79.40612209999998
246	246	0kyhbUW6NkpYjJzFBZ64vQ	Scottsdale	AZ	33.493385	-111.925028
247	247	0lCj9kOOyfpbbnc5VZglRQ	Charlotte	NC	35.053716195700005	-80.85209741850001
248	248	0lNgC2KZbkIUGve4PJwn3A	Henderson	NV	36.0568838512	-115.048286319
249	249	0lQeZyb_jLHf44yBq7V5-g	York	ON	43.69752620000001	-79.4410634
250	250	0ldxjei8v4q95fApIei3Lg	Henderson	NV	36.020598309200004	-115.086390434
251	251	0mS42KOASlBugoM-SAc7gQ	Macedonia	OH	41.2994789758	-81.5176079312
252	252	0mj6WOkZnwrdcWYlGVJC5w	North York	ON	43.74144885770001	-79.3196643712
253	253	0nyM_mub7LxN6Dx7tYpMaA	Scottsdale	AZ	33.6128590442	-111.926754459
254	254	0obhg2Jv22z6Mkvl3zGaiQ	Phoenix	AZ	33.4840313519	-112.04799907700001
255	255	0oyuTuYwr6-nbz7F7CuuTQ	Scottsdale	AZ	33.5257467786	-111.924671553
256	256	0pIhgokp0NeM9h8oQQULOg	Las Vegas	NV	36.1805335	-115.25773390000002
257	257	0qOI8lOZvvhrbtxqjaBQMg	Scottsdale	AZ	33.5238776	-111.8979282
258	258	0qSKZhVC_BHPuKro4QGWJw	Henderson	NV	36.0209607	-115.09037
259	259	0q_BHpxbikVtPRRLRu-U0g	Las Vegas	NV	36.113808	-115.174438
260	260	0qh5uSAUDcVzC6hoPsAPvA	Madison	WI	43.058182	-89.50349200000002
261	261	0qsarzXaZau8REdE0rToxA	Lakewood	OH	41.4769930169	-81.7882587118
262	262	0rjU_WK5HxoH1fIuEpTpcg	Phoenix	AZ	33.3293642208	-111.979633853
263	263	0s0Xthk1JWrBUu74M81Xyg	Mesa	AZ	33.380479	-111.7533699
264	264	0uQR_8vMSCK7Cue5qvI8SQ	Newmarket	ON	44.0402502	-79.4528828
265	265	0uR48n5SYcLE_DLcjONZPg	Las Vegas	NV	36.1027139921	-115.136160157
266	266	0v8icS8wOOgEDiHDCOQkZQ	Mississauga	ON	43.5681923546	-79.6664531529
267	267	0vdw9E5zzYDNsW_smjBmHA	Chandler	AZ	33.3165279	-111.8420154
268	268	0wW9PasC8pw8SY7rlY3ZKw	Las Vegas	NV	36.042896516300004	-115.152055286
269	269	0x2qB4R790SX3W4W8FQuWA	Tempe	AZ	33.422756	-111.92568500000002
270	270	0xUKfmnzPSl8HQz-K_-0Ew	Cleveland	OH	41.4974057	-81.5649261
271	271	0xso8uriixDURNmHy3x42A	Scottsdale	AZ	33.502130699999995	-111.9295376
272	272	0xtBEP5zCu1153SoqqemLw	Las Vegas	NV	36.07189879999999	-115.0941131
273	273	0xvdC8F0HmFpAFkJk6nXLg	Las Vegas	NV	36.14556320000001	-115.3006082
274	274	0zoXYHq82haayMaV952jEQ	Las Vegas	NV	36.11482279999999	-115.30628459999998
275	275	105f7-pVm48HQDB2BGk11g	Chandler	AZ	33.281184700000004	-111.7901918
276	276	10GxV6JOKPoR1w5KC2iZjA	Mesa	AZ	33.3653600592	-111.860603789
277	277	10NSeX03xC2th8-HGFq3sw	Pittsburgh	PA	40.4338841	-79.92313399999998
278	278	10jP6njt3elD90gaHF1FBQ	Madison	WI	43.074998	-89.38853399999998
279	279	10tJuB_YkVQWuk4PtoI7iA	Charlotte	NC	35.22215170000001	-80.8216842
280	280	110iMPMPEEjFlf8HKVq84g	Charlotte	NC	35.03409179999999	-80.80892940000003
281	281	112pGcb0ZB666d_IwFt4jA	Cleveland	OH	41.503490426599996	-81.6013281482
